Time,YawAngle,WindSpeed,BldPitch1,RotSpeed,RtTSR,RotTorq,GenPwr,RtAeroCp,RtAeroCt,RtAeroFxh,B1RootMxr,B1RootMyr,B1RootMzr,RtVAvgxh,RtVAvgyh,RtVAvgzh,RtSkew,YawBrMzp,TwrBsMyt,TwrBsMxt
0.0,20,6,0.0,7.28,8.074,1.794e-15,243.7,0.4883,0.8196,220900.0,321.4,438000.0,1273.0,5.944,-0.06413,0.5192,5.029,-2.019e-15,-805.1,1.511
0.108,20,6,0.0,7.275,9.471,295.1,239.3,0.4208,0.8387,164200.0,186000.0,941100.0,-8979.0,5.066,-0.003553,0.5203,5.864,-93.6,1382.0,-0.2395
0.216,20,6,0.0,7.253,10.29,478.3,236.5,0.3887,0.8449,139400.0,486600.0,1619000.0,-4953.0,4.65,0.07661,0.5082,6.307,-108.0,1641.0,-639.2
0.324,20,6,0.0,7.27,10.41,386.8,236.9,0.3938,0.8462,136800.0,779900.0,2620000.0,-12470.0,4.602,0.1476,0.5051,6.523,-20.87,-398.3,-542.3
0.432,20,6,0.0,7.292,10.06,408.7,238.4,0.4236,0.8683,151600.0,1237000.0,3371000.0,-10750.0,4.783,0.2004,0.4924,6.342,-9.858,1709.0,187.9
0.54,20,6,0.0,7.28,9.419,317.5,241.1,0.4407,0.8677,172300.0,1657000.0,3748000.0,-10530.0,5.101,0.2237,0.4693,5.819,118.8,5081.0,-574.2
0.648,20,6,0.0,7.292,8.852,269.6,242.4,0.4609,0.8477,190700.0,2003000.0,3861000.0,-17010.0,5.43,0.2168,0.4441,5.201,153.8,6447.0,-361.5
0.756,20,6,0.0,7.311,8.473,450.1,242.9,0.4804,0.8362,206800.0,2287000.0,3966000.0,-16630.0,5.693,0.21,0.4169,4.688,119.3,10370.0,594.2
0.864,20,6,0.0,7.326,8.315,569.1,247.0,0.5015,0.8368,216200.0,2432000.0,3991000.0,-17110.0,5.818,0.211,0.3908,4.365,80.3,16210.0,-334.8
0.972,20,6,0.0,7.358,8.269,510.5,255.2,0.5122,0.8402,220600.0,2457000.0,3805000.0,-14620.0,5.865,0.2365,0.3686,4.271,115.8,19550.0,-110.0
1.08,20,6,0.0,7.373,8.317,378.3,264.8,0.5097,0.8413,219500.0,2442000.0,3644000.0,-15720.0,5.846,0.2934,0.355,4.505,55.78,23890.0,1502.0
1.188,20,6,0.0,7.378,8.424,307.3,272.5,0.5006,0.8397,214400.0,2608000.0,3569000.0,-15860.0,5.784,0.3657,0.3304,4.87,84.19,29770.0,1073.0
1.296,20,6,0.0,7.39,8.55,419.5,278.0,0.4917,0.8449,209600.0,2886000.0,3554000.0,-17230.0,5.7,0.4455,0.28,5.274,82.81,32780.0,684.9
1.404,20,6,0.0,7.397,8.612,531.5,284.4,0.4856,0.8444,206800.0,3189000.0,3562000.0,-24110.0,5.664,0.5134,0.207,5.582,70.76,34930.0,1698.0
1.512,20,6,0.0,7.416,8.618,500.2,293.0,0.4848,0.8428,207600.0,3484000.0,3613000.0,-25370.0,5.68,0.5388,0.1427,5.604,133.9,38350.0,1472.0
1.62,20,6,0.0,7.436,8.583,485.8,302.2,0.4824,0.8407,209500.0,3603000.0,3676000.0,-25730.0,5.713,0.5271,0.1002,5.365,168.9,39290.0,1167.0
1.728,20,6,0.0,7.436,8.508,424.9,311.4,0.4793,0.8359,211900.0,3586000.0,3766000.0,-26490.0,5.763,0.5106,0.06473,5.103,183.1,38210.0,2062.0
1.836,20,6,0.0,7.442,8.438,371.1,318.3,0.4804,0.8326,215300.0,3504000.0,3839000.0,-24710.0,5.82,0.5119,0.02563,5.033,184.4,38220.0,2081.0
1.944,20,6,0.0,7.462,8.361,545.6,323.8,0.4836,0.8295,219400.0,3439000.0,3864000.0,-23270.0,5.887,0.5288,-0.01319,5.134,191.0,36700.0,1493.0
2.052,20,6,0.0,7.473,8.258,650.1,332.1,0.4847,0.8245,224000.0,3404000.0,3852000.0,-22730.0,5.967,0.5641,-0.05179,5.423,164.0,32990.0,1533.0
2.16,20,6,0.0,7.493,8.173,535.7,343.0,0.4857,0.8181,228100.0,3385000.0,3819000.0,-23750.0,6.044,0.5989,-0.08502,5.715,120.2,30370.0,1703.0
2.268,20,6,0.0,7.515,8.122,503.5,353.2,0.4884,0.8156,231800.0,3470000.0,3773000.0,-23430.0,6.102,0.6093,-0.1203,5.811,94.34,27390.0,1602.0
2.376,20,6,0.0,7.52,8.067,526.7,362.6,0.4889,0.815,235100.0,3531000.0,3713000.0,-24240.0,6.148,0.5938,-0.1566,5.704,35.17,22620.0,1330.0
2.484,20,6,0.0,7.53,8.04,529.4,371.3,0.4886,0.8131,236600.0,3529000.0,3628000.0,-26230.0,6.174,0.5528,-0.1938,5.42,-4.218,18880.0,1294.0
2.592,20,6,0.0,7.554,8.061,631.4,379.9,0.49,0.8134,237100.0,3455000.0,3550000.0,-24720.0,6.18,0.4989,-0.2349,5.099,-31.05,15920.0,1202.0
2.7,20,6,0.0,7.571,8.093,691.7,391.0,0.4906,0.8156,237000.0,3202000.0,3507000.0,-22380.0,6.17,0.4511,-0.2724,4.882,-29.98,11820.0,614.7
2.808,20,6,0.0,7.586,8.132,593.6,403.6,0.4902,0.8181,236000.0,2871000.0,3453000.0,-19700.0,6.148,0.4243,-0.3058,4.863,-11.72,8655.0,523.2
2.916,20,6,0.0,7.599,8.198,529.2,414.4,0.4907,0.8222,234300.0,2571000.0,3384000.0,-16930.0,6.111,0.4159,-0.3334,4.985,-1.411,7182.0,867.8
3.024,20,6,0.0,7.606,8.272,582.2,423.2,0.4907,0.827,232200.0,2360000.0,3338000.0,-16050.0,6.066,0.4136,-0.3539,5.127,0.1542,5275.0,356.3
3.132,20,6,0.0,7.615,8.346,657.2,431.7,0.4898,0.8313,229600.0,2251000.0,3294000.0,-16400.0,6.016,0.4083,-0.3718,5.244,-43.8,4093.0,-40.19
3.24,20,6,0.0,7.629,8.443,689.4,441.3,0.4901,0.8364,226600.0,2169000.0,3242000.0,-17260.0,5.957,0.3799,-0.3883,5.21,-86.98,4853.0,421.9
3.348,20,6,0.0,7.643,8.551,663.5,451.8,0.4907,0.8423,223500.0,2033000.0,3228000.0,-17070.0,5.897,0.3246,-0.4073,5.048,-102.9,5615.0,326.0
3.456,20,6,0.0,7.651,8.633,621.1,461.5,0.4895,0.8478,221000.0,1783000.0,3228000.0,-15550.0,5.844,0.2593,-0.4275,4.89,-99.74,6651.0,80.39
3.564,20,6,0.0,7.652,8.71,597.8,469.5,0.4874,0.8524,218300.0,1450000.0,3209000.0,-13620.0,5.792,0.1955,-0.4459,4.805,-68.21,9326.0,545.5
3.672,20,6,0.0,7.656,8.802,628.1,475.7,0.4864,0.8568,215300.0,1058000.0,3207000.0,-11550.0,5.739,0.1471,-0.4615,4.824,-19.15,12180.0,500.8
3.78,20,6,0.0,7.665,8.892,716.2,481.8,0.4844,0.8601,212300.0,660900.0,3210000.0,-9350.0,5.687,0.1174,-0.4725,4.893,31.73,14680.0,57.17
3.888,20,6,0.0,7.671,8.971,726.8,489.3,0.4814,0.8616,209100.0,324800.0,3173000.0,-7648.0,5.639,0.08633,-0.481,4.954,59.47,18160.0,369.9
3.996,20,6,0.0,7.675,9.02,641.1,496.7,0.4808,0.8616,207200.0,36200.0,3124000.0,-6968.0,5.614,0.01978,-0.4839,4.931,97.84,21710.0,803.1
4.104,20,6,0.0,7.679,8.982,624.7,501.9,0.4817,0.8603,209000.0,-158600.0,3088000.0,-5197.0,5.642,-0.0624,-0.481,4.914,112.5,24290.0,802.1
4.212,20,6,0.0,7.678,8.915,673.9,505.9,0.4811,0.8585,211500.0,-305700.0,3056000.0,-3920.0,5.681,-0.1239,-0.4786,4.974,110.4,27110.0,998.0
4.32,20,6,0.0,7.68,8.878,700.6,509.7,0.48,0.8562,212800.0,-514800.0,3065000.0,-3715.0,5.706,-0.1846,-0.4751,5.104,132.0,29870.0,1326.0
4.428,20,6,0.0,7.691,8.852,739.5,514.1,0.4796,0.8535,214000.0,-792700.0,3133000.0,-1767.0,5.732,-0.2479,-0.4711,5.306,142.4,31400.0,1330.0
4.536,20,6,0.0,7.697,8.8,744.8,519.5,0.4785,0.8502,216000.0,-1164000.0,3207000.0,1482.0,5.769,-0.3018,-0.4644,5.484,156.1,32570.0,1331.0
4.644,20,6,0.0,7.699,8.733,673.1,524.9,0.478,0.8466,218400.0,-1576000.0,3266000.0,4162.0,5.814,-0.3386,-0.4502,5.535,172.8,33560.0,1607.0
4.752,20,6,0.0,7.703,8.661,662.5,528.3,0.4785,0.8427,221400.0,-1913000.0,3330000.0,6734.0,5.867,-0.3544,-0.4309,5.432,169.6,33300.0,1764.0
4.86,20,6,0.0,7.708,8.587,740.6,531.2,0.4782,0.8383,224300.0,-2135000.0,3385000.0,8760.0,5.921,-0.3606,-0.4068,5.245,143.8,32340.0,1574.0
4.968,20,6,0.0,7.714,8.52,779.4,535.5,0.4787,0.8347,227100.0,-2264000.0,3422000.0,9322.0,5.971,-0.371,-0.3793,5.078,102.7,31310.0,1558.0
5.076,20,6,0.0,7.725,8.473,765.8,540.8,0.4805,0.8321,229600.0,-2353000.0,3459000.0,9601.0,6.013,-0.3964,-0.3489,5.019,76.27,29380.0,1808.0
5.184,20,6,0.0,7.735,8.433,746.2,546.5,0.4818,0.8304,231900.0,-2443000.0,3500000.0,10990.0,6.05,-0.4391,-0.319,5.127,43.68,26830.0,1724.0
5.292,20,6,0.0,7.739,8.397,727.4,551.6,0.4822,0.8294,233800.0,-2589000.0,3535000.0,12410.0,6.078,-0.4886,-0.2896,5.339,23.8,24540.0,1562.0
5.4,20,6,0.0,7.744,8.38,736.1,556.0,0.4833,0.8292,235000.0,-2786000.0,3572000.0,13900.0,6.093,-0.5311,-0.2577,5.533,4.511,21960.0,1649.0
5.508,20,6,0.0,7.753,8.384,786.1,560.4,0.4846,0.8295,235500.0,-2988000.0,3609000.0,16290.0,6.099,-0.5545,-0.2235,5.598,-29.38,19060.0,1435.0
5.616,20,6,0.0,7.763,8.398,820.7,566.1,0.4859,0.8309,235600.0,-3177000.0,3637000.0,18270.0,6.095,-0.5542,-0.1861,5.478,-54.25,16700.0,1081.0
5.724,20,6,0.0,7.772,8.426,791.2,572.7,0.4876,0.8335,235200.0,-3295000.0,3651000.0,19300.0,6.081,-0.5364,-0.1452,5.222,-70.67,14570.0,1155.0
5.832,20,6,0.0,7.778,8.47,748.2,578.6,0.4894,0.837,234300.0,-3302000.0,3657000.0,19570.0,6.056,-0.5144,-0.1018,4.949,-77.84,12410.0,1184.0
5.94,20,6,0.0,7.783,8.52,760.5,583.4,0.4899,0.8406,232800.0,-3213000.0,3655000.0,18900.0,6.024,-0.5022,-0.0561,4.795,-78.03,10960.0,872.5
