Time,YawAngle,WindSpeed,BldPitch1,RotSpeed,RtTSR,RotTorq,GenPwr,RtAeroCp,RtAeroCt,RtAeroFxh,B1RootMxr,B1RootMyr,B1RootMzr,RtVAvgxh,RtVAvgyh,RtVAvgzh,RtSkew,YawBrMzp,TwrBsMyt,TwrBsMxt
0.0,10,6,0.0,7.28,8.074,1.799e-15,243.7,0.4872,0.82,221000.0,321.5,438000.0,1296.0,5.944,-0.06413,0.5192,5.029,-1.002e-15,-805.1,1.51
0.099,10,6,0.0,7.276,9.377,263.1,239.7,0.4249,0.8394,167700.0,159900.0,878700.0,-9056.0,5.117,-0.01171,0.5211,5.816,-92.75,1158.0,19.3
0.198,10,6,0.0,7.255,10.2,479.7,236.7,0.388,0.8466,142300.0,435800.0,1437000.0,-4434.0,4.693,0.0596,0.5102,6.246,-119.3,1925.0,-515.6
0.297,10,6,0.0,7.262,10.45,403.0,236.6,0.3928,0.8462,135400.0,680200.0,2344000.0,-12730.0,4.58,0.1292,0.5055,6.499,-63.92,-56.1,-724.6
0.396,10,6,0.0,7.287,10.21,393.2,237.7,0.41,0.8644,146100.0,1062000.0,3042000.0,-9386.0,4.705,0.1822,0.4982,6.432,-72.9,558.0,68.16
0.495,10,6,0.0,7.285,9.708,383.8,240.0,0.4336,0.8692,162700.0,1486000.0,3555000.0,-12060.0,4.953,0.2157,0.4793,6.058,20.32,4092.0,-157.3
0.594,10,6,0.0,7.286,9.103,257.6,242.0,0.45,0.8582,182500.0,1816000.0,3679000.0,-12480.0,5.278,0.2204,0.4574,5.494,148.0,5834.0,-770.9
0.693,10,6,0.0,7.297,8.662,325.1,242.4,0.4676,0.8425,198200.0,2122000.0,3799000.0,-17940.0,5.553,0.2113,0.4336,4.965,95.05,7589.0,153.3
0.792,10,6,0.0,7.316,8.395,522.3,243.7,0.4881,0.8345,210800.0,2327000.0,3880000.0,-17320.0,5.754,0.2068,0.4097,4.56,40.67,12420.0,407.4
0.891,10,6,0.0,7.334,8.288,559.7,248.7,0.5047,0.839,218500.0,2425000.0,3858000.0,-15240.0,5.841,0.2125,0.3851,4.306,49.91,17160.0,-580.6
0.99,10,6,0.0,7.361,8.263,491.0,256.8,0.5114,0.8395,220800.0,2422000.0,3685000.0,-15660.0,5.871,0.2441,0.3657,4.283,53.1,19880.0,129.0
1.089,10,6,0.0,7.373,8.317,368.4,265.5,0.5081,0.8412,219500.0,2419000.0,3569000.0,-15220.0,5.848,0.3001,0.3531,4.531,7.91,24160.0,1481.0
1.188,10,6,0.0,7.378,8.418,308.1,272.4,0.4993,0.8397,214700.0,2584000.0,3514000.0,-15920.0,5.788,0.3681,0.3299,4.881,48.0,29500.0,978.5
1.287,10,6,0.0,7.389,8.538,405.3,277.5,0.4908,0.845,210100.0,2846000.0,3506000.0,-16860.0,5.708,0.4419,0.2853,5.265,58.18,32300.0,540.7
1.386,10,6,0.0,7.396,8.603,524.3,283.1,0.4845,0.844,207000.0,3129000.0,3511000.0,-23550.0,5.668,0.5074,0.2204,5.574,39.3,34080.0,1447.0
1.485,10,6,0.0,7.409,8.616,509.4,290.7,0.4836,0.8437,207500.0,3424000.0,3559000.0,-24950.0,5.676,0.5388,0.158,5.649,104.7,37220.0,1528.0
1.584,10,6,0.0,7.431,8.598,488.0,299.0,0.4821,0.841,208700.0,3591000.0,3616000.0,-26100.0,5.702,0.5334,0.1143,5.465,142.5,39040.0,971.5
1.683,10,6,0.0,7.438,8.541,462.9,307.6,0.4794,0.8386,211000.0,3607000.0,3700000.0,-26050.0,5.741,0.5137,0.0817,5.177,170.3,38270.0,1547.0
1.782,10,6,0.0,7.435,8.471,374.5,315.1,0.4775,0.8342,213500.0,3549000.0,3784000.0,-25890.0,5.79,0.5058,0.04643,5.013,178.2,37830.0,2123.0
1.881,10,6,0.0,7.45,8.41,423.4,320.3,0.4802,0.8315,216900.0,3462000.0,3841000.0,-24110.0,5.846,0.5136,0.009437,5.022,180.8,37690.0,1675.0
1.98,10,6,0.0,7.466,8.329,608.0,325.9,0.4821,0.8287,221000.0,3417000.0,3853000.0,-22330.0,5.912,0.5367,-0.02685,5.194,175.1,35240.0,1331.0
2.079,10,6,0.0,7.476,8.234,629.5,334.5,0.4829,0.823,225100.0,3382000.0,3843000.0,-23210.0,5.986,0.5739,-0.06129,5.507,137.3,31930.0,1492.0
