Time,YawAngle,WindSpeed,BldPitch1,RotSpeed,RtTSR,RotTorq,GenPwr,RtAeroCp,RtAeroCt,RtAeroFxh,B1RootMxr,B1RootMyr,B1RootMzr,RtVAvgxh,RtVAvgyh,RtVAvgzh,RtSkew,YawBrMzp,TwrBsMyt,TwrBsMxt
0.0,-5,6,0.0,7.28,8.074,1.799e-15,243.7,0.4872,0.82,221000.0,321.5,438000.0,1296.0,5.944,-0.06413,0.5192,5.029,-1.002e-15,-805.1,1.51
0.099,-5,6,0.0,7.276,9.377,263.1,239.7,0.4249,0.8394,167700.0,159900.0,878700.0,-9056.0,5.117,-0.01171,0.5211,5.816,-92.75,1158.0,19.3
0.198,-5,6,0.0,7.255,10.2,479.7,236.7,0.388,0.8466,142300.0,435800.0,1437000.0,-4434.0,4.693,0.0596,0.5102,6.246,-119.3,1925.0,-515.6
0.297,-5,6,0.0,7.262,10.45,403.0,236.6,0.3928,0.8462,135400.0,680200.0,2344000.0,-12730.0,4.58,0.1292,0.5055,6.499,-63.92,-56.1,-724.6
0.396,-5,6,0.0,7.287,10.21,393.2,237.7,0.41,0.8644,146100.0,1062000.0,3042000.0,-9386.0,4.705,0.1822,0.4982,6.432,-72.9,558.0,68.16
0.495,-5,6,0.0,7.285,9.708,383.8,240.0,0.4336,0.8692,162700.0,1486000.0,3555000.0,-12060.0,4.953,0.2157,0.4793,6.058,20.32,4092.0,-157.3
0.594,-5,6,0.0,7.286,9.103,257.6,242.0,0.45,0.8582,182500.0,1816000.0,3679000.0,-12480.0,5.278,0.2204,0.4574,5.494,148.0,5834.0,-770.9
0.693,-5,6,0.0,7.297,8.662,325.1,242.4,0.4676,0.8425,198200.0,2122000.0,3799000.0,-17940.0,5.553,0.2113,0.4336,4.965,95.05,7589.0,153.3
0.792,-5,6,0.0,7.316,8.395,522.3,243.7,0.4881,0.8345,210800.0,2327000.0,3880000.0,-17320.0,5.754,0.2068,0.4097,4.56,40.67,12420.0,407.4
0.891,-5,6,0.0,7.334,8.288,559.7,248.7,0.5047,0.839,218500.0,2425000.0,3858000.0,-15240.0,5.841,0.2125,0.3851,4.306,49.91,17160.0,-580.6
0.99,-5,6,0.0,7.361,8.263,491.0,256.8,0.5114,0.8395,220800.0,2422000.0,3685000.0,-15660.0,5.871,0.2441,0.3657,4.283,53.1,19880.0,129.0
