Time,YawAngle,WindSpeed,BldPitch1,RotSpeed,RtTSR,RotTorq,GenPwr,RtAeroCp,RtAeroCt,RtAeroFxh,B1RootMxr,B1RootMyr,B1RootMzr,RtVAvgxh,RtVAvgyh,RtVAvgzh,RtSkew,YawBrMzp,TwrBsMyt,TwrBsMxt
0.0,-10,4,0.0,4.85,8.068,1.043e-16,0.0,0.4874,0.8197,98160.0,200.3,278900.0,571.8,3.963,-0.04286,0.3461,5.03,2.782e-16,-809.9,-0.1327
0.099,-10,4,0.0,4.855,8.967,25.31,0.0,0.4407,0.841,81730.0,58560.0,517800.0,-3168.0,3.57,-0.01665,0.3506,5.615,-49.36,1109.0,6.621
0.198,-10,4,0.0,4.854,9.606,22.89,0.0,0.4128,0.8569,72530.0,197600.0,729100.0,-1605.0,3.331,0.02344,0.3431,5.894,-54.94,1881.0,-41.91
0.297,-10,4,0.0,4.854,9.87,-22.68,0.0,0.4056,0.8602,68990.0,359900.0,1175000.0,-4215.0,3.242,0.06338,0.3425,6.132,-37.19,-167.4,-63.99
0.396,-10,4,0.0,4.861,9.734,3.825,0.0,0.4123,0.8633,71420.0,629200.0,1561000.0,-3821.0,3.293,0.09175,0.3422,6.141,-28.31,-157.0,0.2576
0.495,-10,4,0.0,4.867,9.377,71.85,0.0,0.4315,0.8618,77090.0,947300.0,1934000.0,-4761.0,3.424,0.1079,0.3338,5.851,34.08,2191.0,-234.0
0.594,-10,4,0.0,4.877,8.9,86.81,0.0,0.4544,0.8526,84980.0,1197000.0,1984000.0,-5423.0,3.614,0.1056,0.3244,5.393,51.59,2372.0,-494.8
0.693,-10,4,0.0,4.891,8.485,74.29,0.0,0.4764,0.8392,92480.0,1386000.0,2031000.0,-6610.0,3.8,0.09314,0.3152,4.944,54.72,2418.0,-259.7
0.792,-10,4,0.0,4.904,8.185,63.82,0.0,0.4969,0.8284,98770.0,1498000.0,2059000.0,-6264.0,3.953,0.08413,0.3074,4.61,23.48,5285.0,-98.51
0.891,-10,4,0.0,4.915,8.036,46.75,0.0,0.5133,0.8285,102900.0,1554000.0,2047000.0,-4985.0,4.035,0.08514,0.2961,4.367,51.04,7728.0,-261.7
0.99,-10,4,0.0,4.926,7.985,51.25,0.0,0.5189,0.8279,104500.0,1603000.0,1885000.0,-5567.0,4.068,0.1034,0.288,4.302,49.05,8063.0,-125.4
1.089,-10,4,0.0,4.938,8.028,66.05,0.0,0.5161,0.8292,104100.0,1673000.0,1771000.0,-5678.0,4.056,0.1379,0.2894,4.518,-6.975,10170.0,166.1
1.188,-10,4,0.0,4.949,8.145,74.36,0.0,0.5083,0.8314,101900.0,1833000.0,1682000.0,-5920.0,4.009,0.1754,0.2856,4.78,-11.24,13480.0,73.23
1.287,-10,4,0.0,4.961,8.305,65.66,0.0,0.5004,0.839,99330.0,2036000.0,1630000.0,-6675.0,3.939,0.2088,0.2804,5.072,-9.623,14320.0,-28.0
1.386,-10,4,0.0,4.969,8.455,36.68,0.0,0.4898,0.8438,96640.0,2235000.0,1621000.0,-8844.0,3.874,0.2296,0.2813,5.355,2.556,14520.0,252.4
1.485,-10,4,0.0,4.974,8.585,5.992,0.0,0.4825,0.8489,94620.0,2467000.0,1686000.0,-9330.0,3.822,0.2355,0.2757,5.419,33.23,16550.0,373.7
1.584,-10,4,0.0,4.982,8.672,21.53,0.0,0.478,0.8517,93340.0,2643000.0,1733000.0,-9990.0,3.79,0.2302,0.2646,5.287,38.19,17490.0,200.7
1.683,-10,4,0.0,4.99,8.699,62.89,0.0,0.4758,0.8517,92980.0,2725000.0,1780000.0,-11360.0,3.782,0.2235,0.2529,5.099,25.17,16300.0,269.9
1.782,-10,4,0.0,4.998,8.682,66.77,0.0,0.4753,0.8492,93380.0,2771000.0,1868000.0,-11510.0,3.796,0.2293,0.2366,4.961,12.95,16040.0,466.3
1.881,-10,4,0.0,5.01,8.649,54.76,0.0,0.4809,0.8485,94500.0,2783000.0,1962000.0,-10850.0,3.82,0.2508,0.2133,4.925,14.48,16440.0,458.6
1.98,-10,4,0.0,5.02,8.577,55.07,0.0,0.4874,0.847,96300.0,2802000.0,1990000.0,-10780.0,3.86,0.2865,0.1818,5.024,41.34,14800.0,447.3
2.079,-10,4,0.0,5.027,8.466,39.68,0.0,0.4915,0.8422,98530.0,2869000.0,1989000.0,-11670.0,3.916,0.3323,0.1511,5.326,25.26,12790.0,543.2
2.178,-10,4,0.0,5.037,8.365,31.49,0.0,0.4953,0.8379,100800.0,3002000.0,1981000.0,-11940.0,3.971,0.3691,0.1262,5.61,10.21,12350.0,591.0
2.277,-10,4,0.0,5.049,8.306,65.73,0.0,0.5004,0.8369,102700.0,3186000.0,1956000.0,-12590.0,4.009,0.3853,0.1035,5.683,22.5,11170.0,488.9
2.376,-10,4,0.0,5.06,8.27,90.04,0.0,0.5025,0.8362,103900.0,3333000.0,1915000.0,-14040.0,4.035,0.3848,0.08702,5.583,17.56,8586.0,368.7
2.475,-10,4,0.0,5.072,8.261,68.25,0.0,0.5021,0.8353,104400.0,3428000.0,1884000.0,-14620.0,4.048,0.3704,0.0724,5.328,27.7,7200.0,432.6
2.574,-10,4,0.0,5.084,8.285,42.86,0.0,0.5017,0.8362,104500.0,3476000.0,1857000.0,-13870.0,4.046,0.3489,0.05241,4.984,36.04,6583.0,510.8
2.673,-10,4,0.0,5.094,8.322,42.01,0.0,0.5003,0.8381,104200.0,3431000.0,1826000.0,-13760.0,4.036,0.3318,0.03288,4.722,31.96,4656.0,405.4
2.772,-10,4,0.0,5.102,8.358,47.53,0.0,0.4968,0.839,103700.0,3356000.0,1803000.0,-13680.0,4.025,0.328,0.01511,4.664,34.32,2827.0,314.7
2.871,-10,4,0.0,5.112,8.409,54.88,0.0,0.4939,0.8409,103100.0,3315000.0,1789000.0,-12800.0,4.009,0.3374,-0.002367,4.811,29.88,2569.0,343.9
2.97,-10,4,0.0,5.124,8.471,69.56,0.0,0.4922,0.8436,102400.0,3292000.0,1774000.0,-12680.0,3.989,0.3518,-0.01783,5.047,36.54,2043.0,274.6
3.069,-10,4,0.0,5.135,8.522,68.96,0.0,0.4898,0.8455,101800.0,3310000.0,1758000.0,-13420.0,3.973,0.3667,-0.03161,5.293,33.51,784.8,99.78
