Time,YawAngle,WindSpeed,BldPitch1,RotSpeed,RtTSR,RotTorq,GenPwr,RtAeroCp,RtAeroCt,RtAeroFxh,B1RootMxr,B1RootMyr,B1RootMzr,RtVAvgxh,RtVAvgyh,RtVAvgzh,RtSkew,YawBrMzp,TwrBsMyt,TwrBsMxt
0.0,5,14,0.0,12.1,5.753,2.049e-15,5000.0,0.4302,0.6278,921400.0,585.6,917300.0,3153.0,13.87,-0.1062,1.212,5.013,-1.568e-15,-771.7,21.52
0.099,5,14,0.0,11.99,7.278,2943.0,4785.0,0.4087,0.7132,645000.0,1073000.0,2646000.0,34850.0,10.88,0.08879,1.199,6.306,-240.5,1573.0,149.9
0.198,5,14,0.0,11.8,8.006,5992.0,4844.0,0.4026,0.685,499000.0,2430000.0,5393000.0,-19740.0,9.767,0.2964,1.166,7.022,-494.8,2426.0,-5910.0
0.297,5,14,0.0,11.93,8.121,5845.0,4884.0,0.4556,0.7161,511200.0,2916000.0,8758000.0,-36430.0,9.672,0.4607,1.13,7.189,-148.4,1196.0,-8681.0
0.396,5,14,0.0,12.12,7.796,5122.0,5112.0,0.4753,0.7249,576100.0,3307000.0,10310000.0,-33850.0,10.21,0.6254,1.068,6.908,-87.22,5603.0,475.7
0.495,5,14,0.0,12.08,7.247,3557.0,5106.0,0.4659,0.7396,680400.0,3389000.0,11370000.0,10790.0,11.01,0.7563,0.9615,6.343,261.3,17140.0,2477.0
0.594,5,14,0.0,11.88,6.691,1883.0,4975.0,0.4402,0.7247,751100.0,3481000.0,11560000.0,26970.0,11.69,0.7971,0.8597,5.726,527.5,27830.0,-888.5
0.693,5,14,0.0,11.88,6.417,3093.0,4836.0,0.4341,0.6919,773300.0,4304000.0,12170000.0,-42540.0,12.15,0.8133,0.757,5.226,506.2,38880.0,6000.0
0.792,5,14,0.0,11.86,6.336,5497.0,4753.0,0.439,0.6787,786900.0,5080000.0,12440000.0,-69780.0,12.37,0.8826,0.5612,4.831,39.69,54780.0,6896.0
0.891,5,14,0.0,12.03,6.225,6454.0,4776.0,0.4514,0.6598,812400.0,5594000.0,12510000.0,-79630.0,12.75,1.058,0.1988,4.824,211.9,71940.0,-1348.0
0.99,5,14,0.0,12.21,6.163,5336.0,5083.0,0.4594,0.6673,850300.0,5047000.0,12220000.0,-38820.0,12.97,1.11,0.1112,4.914,442.4,86850.0,4248.0
1.089,5,14,0.0,12.22,6.171,3439.0,5165.0,0.4542,0.668,855600.0,4097000.0,12100000.0,-21500.0,13.0,1.162,0.03021,5.109,472.1,102700.0,16230.0
1.188,5,14,0.0,12.12,6.189,2183.0,5028.0,0.4467,0.6803,863500.0,3793000.0,12130000.0,12860.0,12.94,1.232,-0.06565,5.446,756.5,119400.0,13380.0
1.287,5,14,0.0,12.1,6.174,3528.0,4916.0,0.4367,0.6796,856800.0,4210000.0,12320000.0,-1795.0,12.9,1.318,-0.1792,5.887,842.7,132500.0,9657.0
1.386,5,14,0.0,12.11,6.147,5565.0,4960.0,0.4308,0.6709,851500.0,4825000.0,12490000.0,-47700.0,12.94,1.366,-0.3141,6.18,520.1,141900.0,14180.0
1.485,5,14,0.0,12.21,6.129,5929.0,5090.0,0.4289,0.6443,841100.0,5251000.0,12570000.0,-82080.0,13.13,1.363,-0.4641,6.26,473.4,150400.0,13270.0
1.584,5,14,0.0,12.42,6.12,5129.0,5173.0,0.4345,0.647,870500.0,4995000.0,12590000.0,-57100.0,13.33,1.333,-0.627,6.307,562.6,156700.0,10180.0
1.683,5,14,0.6729,12.45,6.019,4052.0,5181.0,0.43,0.6384,885900.0,4144000.0,12600000.0,-31270.0,13.54,1.245,-0.7922,6.221,416.3,157600.0,15010.0
1.782,5,14,1.17,12.27,5.84,2538.0,5092.0,0.4148,0.6135,882900.0,3349000.0,12450000.0,-7142.0,13.79,1.137,-0.9357,6.095,257.8,155600.0,17670.0
1.881,5,14,1.271,12.37,5.763,3079.0,4961.0,0.4076,0.5846,878400.0,2965000.0,12160000.0,-35860.0,14.1,1.046,-1.06,6.031,231.4,152700.0,13960.0
1.98,5,14,1.183,12.48,5.727,5781.0,4988.0,0.4111,0.5889,912100.0,3129000.0,11870000.0,-2327.0,14.31,0.9423,-1.173,6.002,-91.21,145700.0,9743.0
2.079,5,14,1.442,12.58,5.721,6834.0,5167.0,0.4127,0.5819,916700.0,2901000.0,11610000.0,29940.0,14.43,0.8443,-1.27,6.035,-422.8,134700.0,6176.0
2.178,5,14,2.119,12.7,5.681,4728.0,5266.0,0.4042,0.5495,890400.0,1518000.0,11280000.0,16430.0,14.63,0.7557,-1.351,6.043,-267.1,124000.0,6479.0
2.277,5,14,2.765,12.83,5.656,2994.0,5196.0,0.3977,0.523,875000.0,403500.0,10970000.0,15080.0,14.86,0.6243,-1.413,5.937,-214.9,112200.0,10910.0
