Time,YawAngle,WindSpeed,BldPitch1,RotSpeed,RtTSR,RotTorq,GenPwr,RtAeroCp,RtAeroCt,RtAeroFxh,B1RootMxr,B1RootMyr,B1RootMzr,RtVAvgxh,RtVAvgyh,RtVAvgzh,RtSkew,YawBrMzp,TwrBsMyt,TwrBsMxt
0.0,5,16,0.0,12.1,5.034,1.938e-14,5000.0,0.3543,0.5185,994100.0,587.7,917300.0,2770.0,15.85,-0.1065,1.385,5.009,-6.79e-16,-762.0,21.44
0.099,5,16,0.0,12.01,6.405,3002.0,4786.0,0.3723,0.6513,763300.0,1039000.0,2559000.0,75940.0,12.39,0.1136,1.374,6.348,-130.3,1660.0,174.0
0.198,5,16,0.0,11.84,7.096,6261.0,4866.0,0.3743,0.6232,582400.0,2577000.0,5964000.0,-19550.0,11.06,0.3386,1.337,7.108,-431.2,3292.0,-6052.0
0.297,5,16,0.0,11.99,7.201,5989.0,4962.0,0.4156,0.6574,602600.0,3010000.0,10040000.0,-11940.0,10.96,0.5203,1.29,7.233,44.9,1514.0,-9235.0
0.396,5,16,0.0,12.19,6.918,5218.0,5141.0,0.4383,0.6546,666500.0,3386000.0,12100000.0,-27310.0,11.57,0.6969,1.229,6.963,134.6,5796.0,557.8
0.495,5,16,0.0,12.21,6.439,3657.0,5135.0,0.4307,0.6695,793000.0,3512000.0,13120000.0,37450.0,12.5,0.8493,1.119,6.41,588.4,19170.0,2884.0
0.594,5,16,0.0,12.02,5.935,2117.0,5016.0,0.404,0.6515,872700.0,3618000.0,13300000.0,50780.0,13.31,0.909,1.003,5.804,874.3,32930.0,-1245.0
0.693,5,16,0.0,12.08,5.707,3352.0,4889.0,0.3991,0.6246,905200.0,4448000.0,13950000.0,-21400.0,13.86,0.9241,0.8879,5.283,774.8,45650.0,5611.0
0.792,5,16,0.0,12.07,5.642,5650.0,4934.0,0.4039,0.6107,916800.0,5206000.0,14410000.0,-63900.0,14.11,1.019,0.6477,4.89,354.8,63410.0,7392.0
0.891,5,16,0.0,12.3,5.539,6744.0,5098.0,0.4146,0.59,952500.0,5743000.0,14570000.0,-71400.0,14.63,1.251,0.202,4.949,420.0,83550.0,-909.1
0.99,5,16,0.0,12.51,5.503,5825.0,5244.0,0.4232,0.5972,995400.0,5300000.0,14190000.0,-21130.0,14.86,1.299,0.1348,5.021,708.4,101600.0,3814.0
1.089,5,16,0.9553,12.56,5.493,3777.0,5255.0,0.4147,0.5776,978400.0,4007000.0,14000000.0,-30410.0,14.98,1.36,0.03621,5.191,779.6,120000.0,16000.0
1.188,5,16,1.579,12.41,5.42,1874.0,5115.0,0.3978,0.5625,967900.0,3240000.0,14030000.0,4120.0,15.09,1.433,-0.08775,5.433,993.1,139500.0,14390.0
1.287,5,16,1.717,12.58,5.453,3610.0,4976.0,0.3931,0.5515,959400.0,3795000.0,14130000.0,-5439.0,15.17,1.523,-0.2263,5.796,1043.0,155100.0,11660.0
1.386,5,16,1.764,12.64,5.458,6342.0,5051.0,0.3924,0.5559,973900.0,4618000.0,14040000.0,-12680.0,15.22,1.584,-0.4097,6.136,672.5,166000.0,13930.0
1.485,5,16,2.192,12.76,5.458,6570.0,5230.0,0.3828,0.5231,936300.0,4802000.0,13920000.0,-48390.0,15.38,1.581,-0.5976,6.268,522.7,175600.0,11570.0
1.584,5,16,2.92,13.0,5.417,4691.0,5302.0,0.376,0.5005,934400.0,4107000.0,13750000.0,-32370.0,15.71,1.538,-0.7964,6.291,697.3,182900.0,11960.0
1.683,5,16,3.608,13.12,5.361,3589.0,5255.0,0.3681,0.4815,936200.0,3252000.0,13520000.0,-7489.0,16.03,1.426,-1.01,6.22,424.0,183600.0,18990.0
1.782,5,16,4.12,13.04,5.27,3028.0,5165.0,0.3616,0.4756,953000.0,2701000.0,13010000.0,29720.0,16.27,1.277,-1.189,6.119,117.2,179900.0,17270.0
1.881,5,16,4.456,13.09,5.189,3866.0,5095.0,0.3431,0.4458,925200.0,2326000.0,12360000.0,7687.0,16.56,1.151,-1.336,6.077,-3.712,175200.0,11250.0
1.98,5,16,4.755,13.28,5.173,5703.0,5135.0,0.3384,0.432,927400.0,2089000.0,11820000.0,5867.0,16.83,1.002,-1.475,6.046,-175.6,166200.0,11740.0
2.079,5,16,5.216,13.45,5.18,6349.0,5270.0,0.3309,0.4112,909400.0,1648000.0,11290000.0,19270.0,17.07,0.8388,-1.581,5.985,-535.1,151600.0,9918.0
2.178,5,16,5.856,13.63,5.19,4851.0,5347.0,0.3277,0.3985,900400.0,355100.0,10620000.0,35640.0,17.24,0.7103,-1.659,5.975,-535.1,136400.0,5465.0
2.277,5,16,6.497,13.75,5.191,3391.0,5303.0,0.3149,0.3771,863700.0,-815800.0,9821000.0,29410.0,17.35,0.5196,-1.718,5.905,-439.1,120800.0,9026.0
2.376,5,16,7.012,13.75,5.185,3026.0,5207.0,0.3039,0.3599,835000.0,-1148000.0,9013000.0,34110.0,17.46,0.0214,-1.731,5.664,-573.2,101300.0,10870.0
